MODEL_YEAR,MAKE,MODEL,VEHICLE_CLASS,ENGINE_SIZE(L),CYLINDERS,TRANSMISSION,FUEL_TYPE,FUEL_CONSUMPTION_CITY(L/100km),HWY_(L/100km),COMB_(L/100km),COMB_(mpg),CO2_EMISSIONS(g/km)
2009,MAZDA,MAZDA5,MINIVAN,2.3,4,AS5,X,9.9,7.2,8.7,32,200
2009,MAZDA,MAZDA5,MINIVAN,2.3,4,M5,X,9.6,7,8.4,34,193
2009,MAZDA,MAZDA6,MID-SIZE,2.5,4,AS5,X,9.7,6.7,8.3,34,191
2009,MAZDA,MAZDA6,MID-SIZE,2.5,4,M6,X,10.4,6.9,8.8,32,202
2009,MAZDA,MAZDA6,MID-SIZE,3.7,6,AS6,X,12.1,8,10.2,28,235
2009,MAZDA,MAZDASPEED3 TURBO,MID-SIZE,2.3,4,M6,Z,11.8,7.6,9.9,29,228
2009,MAZDA,RX-8,SUBCOMPACT,1.3,2,AS6,Z,13.3,8.9,11.3,25,260
2009,MAZDA,RX-8,SUBCOMPACT,1.3,2,M6,Z,12.8,9.2,11.2,25,258
2009,MAZDA,TRIBUTE,SUV,2.5,4,A6,X,10.1,7.2,8.8,32,202
2009,MAZDA,TRIBUTE,SUV,2.5,4,M5,X,9.2,7.2,8.3,34,191
2009,MAZDA,TRIBUTE,SUV,3,6,A6,X,11.5,7.7,9.8,29,225
2009,MAZDA,TRIBUTE AWD,SUV,2.5,4,A6,X,10.9,7.9,9.6,29,221
2009,MAZDA,TRIBUTE AWD,SUV,3,6,A6,X,12.1,8.3,10.4,27,239
2009,MERCEDES-BENZ,B 200,STATION WAGON - SMALL,2,4,AV,Z,9.2,7.2,8.3,34,191
2009,MERCEDES-BENZ,B 200,STATION WAGON - SMALL,2,4,M5,Z,9.2,6.7,8.1,35,186
2009,MERCEDES-BENZ,B 200 TURBO,STATION WAGON - SMALL,2,4,AV,Z,9.5,7.4,8.6,33,198
2009,MERCEDES-BENZ,B 200 TURBO,STATION WAGON - SMALL,2,4,M6,Z,10.3,6.9,8.8,32,202
2009,MERCEDES-BENZ,C 230,COMPACT,2.5,6,A7,Z,11.5,7.5,9.7,29,223
2009,MERCEDES-BENZ,C 230,COMPACT,2.5,6,M6,Z,11.8,7.4,9.8,29,225
2009,MERCEDES-BENZ,C 230 4MATIC,COMPACT,2.5,6,A7,Z,11.9,7.9,10.1,28,232
2009,MERCEDES-BENZ,C 300,COMPACT,3,6,A7,Z,11.7,7.8,10,28,230
2009,MERCEDES-BENZ,C 300,COMPACT,3,6,M6,Z,11.7,7.7,9.9,29,228
2009,MERCEDES-BENZ,C 300 (FFV),COMPACT,3,6,A7,Z,11.7,7.8,9.9,29,228
2009,MERCEDES-BENZ,C 300 (FFV),COMPACT,3,6,A7,E,15.9,10.5,13.5,21,216
2009,MERCEDES-BENZ,C 300 4MATIC,COMPACT,3,6,A7,Z,12,8,10.2,28,235
2009,MERCEDES-BENZ,C 350,COMPACT,3.5,6,A7,Z,12.2,8,10.3,27,237
2009,MERCEDES-BENZ,C 350 4MATIC,COMPACT,3.5,6,A7,Z,12.5,8.2,10.6,27,244
2009,MERCEDES-BENZ,C 63 AMG,COMPACT,6.2,8,AS7,Z,17.2,10.4,14.1,20,324
2009,MERCEDES-BENZ,CL 550 4MATIC,COMPACT,5.5,8,A7,Z,15,9.5,12.5,23,288
2009,MERCEDES-BENZ,CL 600,COMPACT,5.5,12,A5,Z,19.2,12,16,18,368
2009,MERCEDES-BENZ,CL 63 AMG,COMPACT,6.2,8,AS7,Z,18.7,11.2,15.3,18,352
2009,MERCEDES-BENZ,CL 65 AMG,COMPACT,6,12,AS5,Z,19.1,11.8,15.8,18,363
2009,MERCEDES-BENZ,CLK 350,SUBCOMPACT,3.5,6,A7,Z,12.3,7.8,10.3,27,237
2009,MERCEDES-BENZ,CLK 350 CABRIOLET,SUBCOMPACT,3.5,6,A7,Z,12.3,7.8,10.3,27,237
2009,MERCEDES-BENZ,CLK 550,SUBCOMPACT,5.5,8,A7,Z,14.4,9.1,12,24,276
2009,MERCEDES-BENZ,CLK 550 CABRIOLET,SUBCOMPACT,5.5,8,A7,Z,14.5,9.4,12.2,23,281
2009,MERCEDES-BENZ,CLK 63 AMG,SUBCOMPACT,6.2,8,AS7,Z,18,10.6,14.7,19,338
2009,MERCEDES-BENZ,CLS 550,COMPACT,5.5,8,A7,Z,15.1,9.5,12.6,22,290
2009,MERCEDES-BENZ,CLS 63 AMG,COMPACT,6.2,8,AS7,Z,17.7,11.2,14.8,19,340
2009,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3,6,A5,Z,12.4,8.8,10.8,26,248
2009,MERCEDES-BENZ,E 320 BLUETEC,MID-SIZE,3,6,A7,D,9,6.1,7.7,37,208
2009,MERCEDES-BENZ,E 350 4MATIC,MID-SIZE,3.5,6,A5,Z,12.9,9,11.1,25,255
2009,MERCEDES-BENZ,E 350 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6,A5,Z,13.3,9.4,11.5,25,264
2009,MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,5.5,8,A7,Z,15.8,10.4,13.4,21,308
2009,MERCEDES-BENZ,E 63 AMG,MID-SIZE,6.2,8,AS7,Z,16.3,10.1,13.5,21,310
2009,MERCEDES-BENZ,G 55 AMG #,SUV,5.4,8,A5,Z,19.8,13.4,16.9,17,389
2009,MERCEDES-BENZ,G 550,SUV,5.5,8,A7,Z,18.7,13.8,16.5,17,380
2009,MERCEDES-BENZ,GL 320 BLUETEC 4MATIC,SUV,3,6,A7,D,12.4,8.8,10.8,26,292
2009,MERCEDES-BENZ,GL 450 4MATIC,SUV,4.7,8,A7,Z,16.4,11.5,14.2,20,327
2009,MERCEDES-BENZ,GL 550 4MATIC,SUV,5.5,8,A7,Z,16.6,11.7,14.4,20,331
2009,MERCEDES-BENZ,MAYBACH 57,FULL-SIZE,5.5,12,A5,Z,21.1,12.9,17.4,16,400
2009,MERCEDES-BENZ,MAYBACH 57S,FULL-SIZE,6,12,A5,Z,21.2,12.9,17.5,16,402
2009,MERCEDES-BENZ,MAYBACH 62,FULL-SIZE,5.5,12,A5,Z,21.1,12.9,17.4,16,400
2009,MERCEDES-BENZ,MAYBACH 62S,FULL-SIZE,6,12,A5,Z,21.2,12.9,17.5,16,402
2009,MERCEDES-BENZ,ML 320 BLUETEC 4MATIC,SUV,3,6,A7,D,11.8,8.2,10.2,28,275
2009,MERCEDES-BENZ,ML 350 4MATIC,SUV,3.5,6,A7,Z,14.2,10.2,12.4,23,285
2009,MERCEDES-BENZ,ML 550 4MATIC,SUV,5.5,8,A7,Z,16,11.2,13.8,20,317
2009,MERCEDES-BENZ,ML 63 AMG,SUV,6.2,8,AS7,Z,20.4,14,17.5,16,402
2009,MERCEDES-BENZ,R 320 BLUETEC 4MATIC,SUV,3,6,A7,D,11.6,8.3,10.1,28,273
2009,MERCEDES-BENZ,R 350 4MATIC,SUV,3.5,6,A7,Z,14.4,10.3,12.6,22,290
2009,MERCEDES-BENZ,S 450 4MATIC,FULL-SIZE,4.7,8,A7,Z,14.2,9,11.9,24,274
2009,MERCEDES-BENZ,S 550 4MATIC,FULL-SIZE,5.5,8,A7,Z,14.9,9.3,12.4,23,285
2009,MERCEDES-BENZ,S 600,FULL-SIZE,5.5,12,A5,Z,18.9,11.5,15.6,18,359
2009,MERCEDES-BENZ,S 63 AMG,FULL-SIZE,6.2,8,AS7,Z,18.8,11.2,15.4,18,354
2009,MERCEDES-BENZ,S 65 AMG,FULL-SIZE,6,12,AS5,Z,19.4,12,16.1,18,370
2009,MERCEDES-BENZ,SL 550,TWO-SEATER,5.5,8,A7,Z,15.8,9.4,12.9,22,297
2009,MERCEDES-BENZ,SL 600,TWO-SEATER,5.5,12,A5,Z,18.5,11.4,15.3,18,352
2009,MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,6.2,8,AS7,Z,17.9,10.6,14.6,19,336
2009,MERCEDES-BENZ,SL 65 AMG,TWO-SEATER,6,12,AS5,Z,18.5,11.2,15.2,19,350
2009,MERCEDES-BENZ,SLK 300,TWO-SEATER,3,6,A7,Z,11.2,7.6,9.6,29,221
2009,MERCEDES-BENZ,SLK 300,TWO-SEATER,3,6,M6,Z,11.9,7.7,10,28,230
2009,MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,A7,Z,11.6,8,10,28,230
2009,MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,M6,Z,12.6,8,10.5,27,242
2009,MERCEDES-BENZ,SLK 55 AMG,TWO-SEATER,5.4,8,AS7,Z,14.8,9,12.2,23,281
2009,MERCEDES-BENZ,SLR McLAREN #,TWO-SEATER,5.4,8,AS5,Z,17.4,12.6,15.2,19,350
2009,MINI,COOPER,MINICOMPACT,1.6,4,A6,Z,7.9,5.7,6.9,41,159
2009,MINI,COOPER,MINICOMPACT,1.6,4,M6,Z,7.1,5.3,6.3,45,145
2009,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,7.9,5.7,6.9,41,159
2009,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,7.1,5.3,6.3,45,145
2009,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,7.9,5.7,6.9,41,159
2009,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,7.1,5.3,6.3,45,145
2009,MINI,COOPER S,MINICOMPACT,1.6,4,A6,Z,8.7,6.2,7.6,37,175
2009,MINI,COOPER S,MINICOMPACT,1.6,4,M6,Z,7.8,5.7,6.9,41,159
2009,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,8.7,6.2,7.6,37,175
2009,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,7.8,5.7,6.9,41,159
2009,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,8.7,6.2,7.6,37,175
2009,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,7.8,5.7,6.9,41,159
2009,MINI,JOHN COOPER WORKS,MINICOMPACT,1.6,4,M6,Z,7.8,5.7,6.9,41,159
2009,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,7.8,5.7,6.9,41,159
2009,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,7.8,5.7,6.9,41,159
2009,MITSUBISHI,ECLIPSE,SUBCOMPACT,2.4,4,AS4,X,10.6,7.6,9.2,31,212
2009,MITSUBISHI,ECLIPSE,SUBCOMPACT,2.4,4,M5,X,10.5,7.3,9,31,207
2009,MITSUBISHI,ECLIPSE,SUBCOMPACT,3.8,6,AS5,Z,13,8.3,10.9,26,251
2009,MITSUBISHI,ECLIPSE,SUBCOMPACT,3.8,6,M6,Z,13.1,8,10.8,26,248
2009,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,2.4,4,AS4,X,10.8,7.6,9.4,30,216
2009,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,2.4,4,M5,X,10.5,7.3,9,31,207
2009,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,3.8,6,AS5,Z,13,8.3,10.9,26,251
2009,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,3.8,6,M6,Z,13.1,8,10.8,26,248
2009,MITSUBISHI,ENDEAVOR,SUV,3.8,6,AS4,X,13.7,9.3,11.7,24,269
2009,MITSUBISHI,ENDEAVOR AWD,SUV,3.8,6,AS4,X,14.2,10.3,12.4,23,285
2009,MITSUBISHI,GALANT,MID-SIZE,2.4,4,AS4,X,10.3,7.3,9,31,207
2009,MITSUBISHI,GALANT,MID-SIZE,3.8,6,AS5,Z,12.6,7.9,10.5,27,242
2009,MITSUBISHI,GALANT #,MID-SIZE,3.8,6,AS5,Z,12.9,8.1,10.8,26,248
2009,MITSUBISHI,LANCER,COMPACT,2,4,AS6,Z,12.2,7.9,10.3,27,237
2009,MITSUBISHI,LANCER,COMPACT,2,4,AV,X,9.5,7,8.4,34,193
2009,MITSUBISHI,LANCER,COMPACT,2,4,M5,X,9.4,6.7,8.2,34,189
2009,MITSUBISHI,LANCER,COMPACT,2.4,4,AV,X,9.9,7.4,8.7,32,200
2009,MITSUBISHI,LANCER,COMPACT,2.4,4,M5,X,10.1,7.1,8.7,32,200
2009,MITSUBISHI,LANCER EVOLUTION TURBO,COMPACT,2,4,AS6,Z,12.7,8.9,11,26,253
2009,MITSUBISHI,LANCER EVOLUTION TURBO,COMPACT,2,4,M5,Z,12.9,9,11.2,25,258
2009,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,AS6,Z,12.2,8,10.3,27,237
2009,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.4,4,AV,X,9.9,7.4,8.8,32,202
2009,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.4,4,M5,X,10.4,7.4,9,31,207
2009,MITSUBISHI,OUTLANDER,SUV,2.4,4,AV,X,10.5,7.8,9.3,30,214
2009,MITSUBISHI,OUTLANDER 4X4,SUV,2.4,4,AV,X,10.6,8,9.4,30,216
2009,MITSUBISHI,OUTLANDER 4X4,SUV,3,6,AS6,X,12,8.2,10.3,27,237
2009,NISSAN,350Z ROADSTER,TWO-SEATER,3.5,6,AS5,Z,12.4,8.5,10.7,26,246
2009,NISSAN,350Z ROADSTER,TWO-SEATER,3.5,6,M6,Z,12.1,8.2,10.3,27,237
2009,NISSAN,370Z COUPE,TWO-SEATER,3.7,6,AS7,Z,11.4,7.6,9.7,29,223
2009,NISSAN,370Z COUPE,TWO-SEATER,3.7,6,M6,Z,11.6,7.7,9.9,29,228
2009,NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.9,6.3,7.7,37,177
2009,NISSAN,ALTIMA,MID-SIZE,2.5,4,M6,X,8.9,6.1,7.6,37,175
2009,NISSAN,ALTIMA,MID-SIZE,3.5,6,AV,Z,10.7,7.7,9.4,30,216
2009,NISSAN,ALTIMA,MID-SIZE,3.5,6,M6,Z,11.4,7.3,9.6,29,221
2009,NISSAN,ALTIMA COUPE,SUBCOMPACT,2.5,4,AV,X,8.9,6.3,7.7,37,177
2009,NISSAN,ALTIMA COUPE,SUBCOMPACT,2.5,4,M6,X,8.9,6.1,7.6,37,175
2009,NISSAN,ALTIMA COUPE,SUBCOMPACT,3.5,6,AV,Z,10.7,7.7,9.4,30,216
2009,NISSAN,ALTIMA COUPE,SUBCOMPACT,3.5,6,M6,Z,11.4,7.3,9.6,29,221
2009,NISSAN,ALTIMA HYBRID,MID-SIZE,2.5,4,AV,X,5.7,5.9,5.8,49,133
2009,NISSAN,ARMADA 4X4,SUV,5.6,8,A5,X,17.3,11.4,14.7,19,338
2009,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,12.6,9.2,11,26,253
2009,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,10.7,8.7,9.8,29,225
2009,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4,6,A5,X,14.4,10,12.4,23,285
2009,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4,6,M6,X,13.5,10,12,24,276
2009,NISSAN,FRONTIER 4X4,PICKUP TRUCK - SMALL,4,6,A5,X,14.6,10.3,12.7,22,292
2009,NISSAN,FRONTIER 4X4,PICKUP TRUCK - SMALL,4,6,M6,X,13.6,10.3,12.1,23,278
2009,NISSAN,GT-R TURBO,SUBCOMPACT,3.8,6,AS6,Z,13.2,9.4,11.5,25,264
2009,NISSAN,MAXIMA,MID-SIZE,3.5,6,AV,Z,10.8,7.7,9.4,30,216
2009,NISSAN,MURANO AWD,SUV,3.5,6,AV,Z,11.8,8.7,10.4,27,239
2009,NISSAN,PATHFINDER 4X4,SUV,4,6,A5,Z,14.8,10.2,12.7,22,292
2009,NISSAN,PATHFINDER 4X4,SUV,5.6,8,AS5,Z,16.8,11.4,14.3,20,329
2009,NISSAN,QUEST,MINIVAN,3.5,6,A5,Z,12.9,8.4,10.9,26,251
2009,NISSAN,ROGUE,SUV,2.5,4,AV,X,9.1,7.2,8.3,34,191
2009,NISSAN,ROGUE AWD,SUV,2.5,4,AV,X,9.4,7.7,8.6,33,198
2009,NISSAN,SENTRA,MID-SIZE,2,4,AV,X,8,5.9,7.1,40,162
2009,NISSAN,SENTRA,MID-SIZE,2,4,M6,X,8.4,6.4,7.5,38,172
2009,NISSAN,SENTRA,MID-SIZE,2.5,4,AV,X,8.7,6.5,7.7,37,177
2009,NISSAN,SENTRA,MID-SIZE,2.5,4,M6,Z,9.7,6.9,8.4,34,193
2009,NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,A5,X,16.7,11.5,14.4,20,331
2009,NISSAN,TITAN 4X4,PICKUP TRUCK - STANDARD,5.6,8,A5,X,17.6,12,15.1,19,347
2009,NISSAN,VERSA,MID-SIZE,1.8,4,A4,X,8.5,6.2,7.4,38,170
2009,NISSAN,VERSA,MID-SIZE,1.8,4,AV,X,7.5,6,6.8,42,156
2009,NISSAN,VERSA,MID-SIZE,1.8,4,M6,X,7.9,6.3,7.2,39,166
2009,NISSAN,XTERRA 4X4,SUV,4,6,A5,X,14.5,10.1,12.5,23,288
2009,NISSAN,XTERRA 4X4,SUV,4,6,M6,X,13.5,10.2,12,24,276
2009,PONTIAC,G3 WAVE,COMPACT,1.6,4,A4,X,8.2,5.8,7.1,40,163
2009,PONTIAC,G3 WAVE,COMPACT,1.6,4,M5,X,7.9,5.7,6.9,41,159
2009,PONTIAC,G3 WAVE 5,SUBCOMPACT,1.6,4,A4,X,8.2,5.8,7.1,40,163
2009,PONTIAC,G3 WAVE 5,SUBCOMPACT,1.6,4,M5,X,7.9,5.7,6.9,41,159
2009,PONTIAC,G5,SUBCOMPACT,2.2,4,A4,X,8.7,5.9,7.4,38,170
2009,PONTIAC,G5,SUBCOMPACT,2.2,4,M5,X,8.4,5.8,7.3,39,168
2009,PONTIAC,G5 XFE,SUBCOMPACT,2.2,4,M5,X,8,5.4,6.8,42,156
2009,PONTIAC,G6,COMPACT,2.4,4,A4,X,9.5,6.5,8.2,34,189
2009,PONTIAC,G6,COMPACT,2.4,4,AS6,X,9.4,5.9,7.8,36,179
2009,PONTIAC,G6,COMPACT,3.5,6,A4,X,11.7,7.2,9.6,29,221
2009,PONTIAC,G6,COMPACT,3.5,6,AS4,X,12.2,7.6,10.1,28,232
2009,PONTIAC,G6,COMPACT,3.6,6,AS6,X,12.2,7.8,10.2,28,235
2009,PONTIAC,G6 CONVERTIBLE,COMPACT,3.5,6,AS4,X,12.2,7.6,10.1,28,232
2009,PONTIAC,G6 CONVERTIBLE,COMPACT,3.9,6,AS4,X,13.8,8.9,11.6,24,267
2009,PONTIAC,G6 FFV,COMPACT,3.5,6,A4,X,10.8,6.7,9,31,207
2009,PONTIAC,G6 FFV,COMPACT,3.5,6,A4,E,14.8,9.1,12.3,23,197
2009,PONTIAC,G6 FFV,COMPACT,3.5,6,AS4,X,11.4,7.4,9.6,29,221
2009,PONTIAC,G6 FFV,COMPACT,3.5,6,AS4,E,15.6,10.1,13.1,22,210
2009,PONTIAC,G8,FULL-SIZE,3.6,6,AS5,X,12.2,8,10.3,27,237
2009,PONTIAC,G8,FULL-SIZE,6,8,AS6,X,14.4,8.4,11.7,24,269
2009,PONTIAC,MONTANA SV6,MINIVAN,3.9,6,A4,X,13.1,8.5,11.1,25,255
2009,PONTIAC,SOLSTICE,TWO-SEATER,2.4,4,A5,Z,10.8,8.3,9.7,29,223
2009,PONTIAC,SOLSTICE,TWO-SEATER,2.4,4,M5,Z,11,7.9,9.6,29,221
2009,PONTIAC,SOLSTICE TURBO,TWO-SEATER,2,4,A5,Z,11.2,7.5,9.5,30,218
2009,PONTIAC,SOLSTICE TURBO,TWO-SEATER,2,4,M5,Z,10.8,6.9,9,31,207
2009,PONTIAC,TORRENT,SUV,3.4,6,A5,X,12.2,8.3,10.4,27,239
2009,PONTIAC,TORRENT,SUV,3.6,6,AS6,X,12.6,8.4,10.7,26,246
2009,PONTIAC,TORRENT AWD,SUV,3.4,6,A5,X,12.2,8.3,10.4,27,239
2009,PONTIAC,TORRENT AWD,SUV,3.6,6,AS6,X,13,8.3,10.9,26,251
2009,PONTIAC,VIBE,STATION WAGON - SMALL,1.8,4,A4,X,8,6.2,7.2,39,166
2009,PONTIAC,VIBE,STATION WAGON - SMALL,1.8,4,M5,X,7.8,6.2,7.1,40,163
2009,PONTIAC,VIBE,STATION WAGON - SMALL,2.4,4,AS5,X,9.7,6.9,8.4,34,193
2009,PONTIAC,VIBE,STATION WAGON - SMALL,2.4,4,M5,X,9.6,7.2,8.5,33,196
2009,PONTIAC,VIBE AWD,STATION WAGON - SMALL,2.4,4,A4,X,10.3,7.8,9.2,31,212
2009,PONTIAC,VIBE GT,STATION WAGON - SMALL,2.4,4,AS5,X,9.7,6.9,8.4,34,193
2009,PONTIAC,VIBE GT,STATION WAGON - SMALL,2.4,4,M5,X,9.6,7.2,8.5,33,196
2009,PORSCHE,911 GT2,TWO-SEATER,3.6,6,M6,Z,13.5,8.7,11.6,24,267
2009,PORSCHE,911 TURBO,TWO-SEATER,3.6,6,AS6,Z,13.8,8.5,11.4,25,262
2009,PORSCHE,911 TURBO,TWO-SEATER,3.6,6,M6,Z,13.3,8.5,11.1,25,255
2009,PORSCHE,911 TURBO CABRIOLET,TWO-SEATER,3.6,6,AS6,Z,14,8.9,11.7,24,269
2009,PORSCHE,911 TURBO CABRIOLET,TWO-SEATER,3.6,6,M6,Z,13.6,8.4,11.3,25,260
2009,PORSCHE,CARRERA,MINICOMPACT,3.6,6,AS7,Z,11.2,7.3,9.5,30,218
2009,PORSCHE,CARRERA,MINICOMPACT,3.6,6,M6,Z,11.3,7.9,9.7,29,223
2009,PORSCHE,CARRERA 4,MINICOMPACT,3.6,6,AS7,Z,11.4,7.6,9.7,29,223
2009,PORSCHE,CARRERA 4,MINICOMPACT,3.6,6,M6,Z,11.4,7.9,9.8,29,225
2009,PORSCHE,CARRERA 4 CABRIOLET,MINICOMPACT,3.6,6,AS7,Z,11.5,7.6,9.7,29,223
2009,PORSCHE,CARRERA 4 CABRIOLET,MINICOMPACT,3.6,6,M6,Z,11.4,7.9,9.8,29,225
2009,PORSCHE,CARRERA 4 TARGA,MINICOMPACT,3.6,6,AS7,Z,11.5,7.6,9.7,29,223
2009,PORSCHE,CARRERA 4 TARGA,MINICOMPACT,3.6,6,M6,Z,11.4,7.9,9.8,29,225
2009,PORSCHE,CARRERA 4S,MINICOMPACT,3.8,6,AS7,Z,11.3,7.5,9.6,29,221
2009,PORSCHE,CARRERA 4S,MINICOMPACT,3.8,6,M6,Z,11.8,8,10.1,28,232
2009,PORSCHE,CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AS7,Z,11.3,7.5,9.6,29,221
2009,PORSCHE,CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,M6,Z,11.8,8,10.1,28,232
2009,PORSCHE,CARRERA 4S TARGA,MINICOMPACT,3.8,6,AS7,Z,11.3,7.5,9.6,29,221
2009,PORSCHE,CARRERA 4S TARGA,MINICOMPACT,3.8,6,M6,Z,11.8,8,10.1,28,232
2009,PORSCHE,CARRERA CABRIOLET,MINICOMPACT,3.6,6,AS7,Z,11.2,7.3,9.5,30,218
2009,PORSCHE,CARRERA CABRIOLET,MINICOMPACT,3.6,6,M6,Z,11.3,7.9,9.7,29,223
2009,PORSCHE,CARRERA S,MINICOMPACT,3.8,6,AS7,Z,11.1,7.5,9.5,30,218
2009,PORSCHE,CARRERA S,MINICOMPACT,3.8,6,M6,Z,11.5,7.8,9.9,29,228
2009,PORSCHE,CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AS7,Z,11.1,7.5,9.5,30,218
2009,PORSCHE,CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M6,Z,11.5,7.8,9.9,29,228
2009,PORSCHE,CAYENNE,SUV,3.6,6,AS6,Z,14.6,10,12.5,23,288
2009,PORSCHE,CAYENNE,SUV,3.6,6,M6,Z,15.4,9.8,12.9,22,297
2009,PORSCHE,CAYENNE GTS,SUV,4.8,8,AS6,Z,16.2,10.8,13.8,20,317
2009,PORSCHE,CAYENNE GTS,SUV,4.8,8,M6,Z,19.4,11.7,15.9,18,366
2009,PORSCHE,CAYENNE S,SUV,4.8,8,AS6,Z,16.3,10.5,13.7,21,315
2009,PORSCHE,CAYENNE TURBO,SUV,4.8,8,AS6,Z,18,10.7,14.7,19,338
2009,PORSCHE,CAYENNE TURBO KIT,SUV,4.8,8,AS6,Z,18,10.7,14.7,19,338
2009,PORSCHE,CAYENNE TURBO S,SUV,4.8,8,AS6,Z,18,10.7,14.7,19,338
2009,ROLLS-ROYCE,PHANTOM,MID-SIZE,6.7,12,A6,Z,18.1,11.4,15.1,19,347
2009,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,A6,Z,18.1,11.4,15.1,19,347
2009,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,A6,Z,18.1,11.4,15.1,19,347
2009,SAAB,9-3 CONVERTIBLE TURBO,SUBCOMPACT,2,4,AS5,Z,11.1,7.4,9.4,30,216
2009,SAAB,9-3 CONVERTIBLE TURBO,SUBCOMPACT,2,4,M6,Z,11.1,7.3,9.4,30,216
2009,SAAB,9-3 CONVERTIBLE TURBO,SUBCOMPACT,2.8,6,AS6,Z,13.8,8.3,11.3,25,260
2009,SAAB,9-3 CONVERTIBLE TURBO,SUBCOMPACT,2.8,6,M6,Z,13.3,7.7,10.8,26,248
2009,SAAB,9-3 SPORT SEDAN AWD TURBO,COMPACT,2,4,AS6,Z,11.9,7.2,9.8,29,225
2009,SAAB,9-3 SPORT SEDAN AWD TURBO,COMPACT,2,4,M6,Z,11.2,7.5,9.5,30,218
2009,SAAB,9-3 SPORT SEDAN AWD TURBO,COMPACT,2.8,6,AS6,Z,13.8,8.3,11.3,25,260
2009,SAAB,9-3 SPORT SEDAN AWD TURBO,COMPACT,2.8,6,M6,Z,13.9,8.3,11.4,25,262
2009,SAAB,9-3 SPORT SEDAN TURBO,COMPACT,2,4,AS5,Z,11.2,7.1,9.4,30,216
2009,SAAB,9-3 SPORT SEDAN TURBO,COMPACT,2,4,M6,Z,10.7,6.9,9,31,207
2009,SAAB,9-3 SPORT SEDAN TURBO,COMPACT,2.8,6,AS6,Z,13.8,8.3,11.3,25,260
2009,SAAB,9-3 SPORT SEDAN TURBO,COMPACT,2.8,6,M6,Z,13.3,7.7,10.8,26,248
2009,SAAB,9-3 SPORTCOMBI AWD TURBO,STATION WAGON - SMALL,2,4,AS6,Z,11.9,7.2,9.8,29,225
2009,SAAB,9-3 SPORTCOMBI AWD TURBO,STATION WAGON - SMALL,2,4,M6,Z,11.2,7.5,9.5,30,218
2009,SAAB,9-3 SPORTCOMBI AWD TURBO,STATION WAGON - SMALL,2.8,6,AS6,Z,13.8,8.3,11.3,25,260
2009,SAAB,9-3 SPORTCOMBI AWD TURBO,STATION WAGON - SMALL,2.8,6,M6,Z,13.9,8.3,11.4,25,262
2009,SAAB,9-3 SPORTCOMBI TURBO,STATION WAGON - SMALL,2,4,AS5,Z,11.1,7.4,9.4,30,216
2009,SAAB,9-3 SPORTCOMBI TURBO,STATION WAGON - SMALL,2,4,M6,Z,10.7,6.9,9,31,207
2009,SAAB,9-3 SPORTCOMBI TURBO,STATION WAGON - SMALL,2.8,6,AS6,Z,13.8,8.3,11.3,25,260
2009,SAAB,9-3 SPORTCOMBI TURBO,STATION WAGON - SMALL,2.8,6,M6,Z,13.3,7.7,10.8,26,248
